Freq(GHz)	GainS12Path	GainS13Path	GainS14Path
5.046396825	0.9757178314	0.0008893222	0.000970053
5.046714286	0.9747631943	0.0008895795	0.0009671202
5.047031746	0.9738217642	0.0008898373	0.0009642072
5.047349206	0.9728935393	0.0008900957	0.0009613139
5.047666667	0.9733781076	0.0008917405	0.000963058
5.047984127	0.9739704255	0.0008934847	0.0009651233
5.048301587	0.9745768292	0.0008952358	0.0009672006
5.048619048	0.9747276529	0.0008955759	0.0009676636
5.048936508	0.9747686592	0.0008955403	0.0009677015
5.049253968	0.9748267898	0.0008955113	0.000967753
5.049571429	0.9749806563	0.0008955992	0.0009679819
5.049888889	0.9751926317	0.0008957506	0.0009683126
5.050206349	0.9754173192	0.0008959018	0.0009686509
5.05052381	0.9753333574	0.0008953606	0.0009688651
5.05084127	0.9749267204	0.0008941026	0.0009689509
5.05115873	0.9745343882	0.0008928555	0.0009690469
5.05147619	0.9743378271	0.0008923744	0.0009687239
5.051793651	0.9745093327	0.0008933732	0.0009675709
5.052111111	0.9746946471	0.0008943761	0.0009664245
5.052428571	0.9748024644	0.0008950634	0.0009658461
5.052746032	0.9745321523	0.0008943895	0.0009676877
5.053063492	0.9742745451	0.0008937275	0.0009695491
5.053380952	0.9740493204	0.0008931753	0.0009713586
5.053698413	0.9743173214	0.0008950042	0.0009714362
5.054015873	0.9746047329	0.0008968416	0.0009715149
5.054333333	0.9749115492	0.0008986874	0.0009715948
5.054650794	0.975114128	0.000897307	0.0009712177
5.054968254	0.9753140308	0.0008955285	0.0009708083
5.055285714	0.9755261411	0.0008937514	0.0009704246
5.055603175	0.9753144931	0.0008928711	0.0009696285
5.055920635	0.9749621674	0.0008923111	0.0009686837
5.056238095	0.9746220085	0.0008917581	0.0009677409
5.056555556	0.9747077021	0.0008926365	0.0009673758
5.056873016	0.9750943031	0.0008945044	0.0009674194
5.057190476	0.9754958577	0.0008963742	0.0009674748
5.057507937	0.9755200562	0.0008969758	0.0009680969
5.057825397	0.9750629706	0.0008959751	0.000969434
5.058142857	0.9746217515	0.0008949824	0.0009707832
5.058460317	0.9744095832	0.000894317	0.0009716541
5.058777778	0.9747325343	0.0008944338	0.0009713542
5.059095238	0.9750734069	0.000894557	0.0009710789
5.059412698	0.9753720885	0.0008948242	0.000971004
5.059730159	0.9753212684	0.0008959278	0.0009720054
5.060047619	0.9752812635	0.0008970349	0.0009730126
5.060365079	0.9752520736	0.0008981454	0.0009740257
5.06068254	0.9751987807	0.0008973252	0.0009718201
5.061	0.9751599024	0.0008965089	0.0009696039
5.06131746	0.9751357146	0.0008957112	0.0009674018
5.061634921	0.9752365575	0.0008937088	0.0009687538
5.061952381	0.9753743547	0.0008914837	0.0009707753
5.062269841	0.9755286589	0.0008892632	0.0009728052
5.062587302	0.9751408886	0.0008888108	0.0009719046
5.062904762	0.9745195724	0.0008891459	0.0009697169
5.063222222	0.9739114658	0.0008894881	0.0009675441
5.063539683	0.9738225515	0.0008909253	0.0009673753
5.063857143	0.9741731252	0.0008932812	0.0009688876
5.064174603	0.9745387101	0.0008956418	0.0009704095
5.064492063	0.9747820604	0.0008957792	0.0009715575
5.064809524	0.9748292849	0.0008924961	0.0009721287
5.065126984	0.9748915277	0.0008892207	0.0009727146
5.065444444	0.9750715848	0.0008876314	0.0009731841
5.065761905	0.9755840635	0.0008912434	0.0009732637
5.066079365	0.9761107247	0.0008948683	0.0009733592
5.066396825	0.9765605098	0.0008980346	0.0009733393
5.066714286	0.9761548225	0.0008967043	0.0009720779
5.067031746	0.9757641292	0.0008953814	0.0009708228
5.067349206	0.9753884288	0.0008940657	0.0009695742
5.067666667	0.975434998	0.0008920874	0.0009680614
5.067984127	0.9755184537	0.000890073	0.0009665418
5.068301587	0.9756151008	0.0008880612	0.0009650314
5.068619048	0.9751870776	0.000889625	0.0009643074
5.068936508	0.9746385098	0.00089212	0.000963797
5.069253968	0.9741081652	0.000894629	0.0009633008
5.069571429	0.9742162942	0.0008958217	0.0009657316
5.069888889	0.974678412	0.0008962894	0.0009697802
5.070206349	0.9751535973	0.0008967591	0.0009738515
5.07052381	0.9754087834	0.0008968124	0.000975711
5.07084127	0.9754427779	0.0008964457	0.0009753094
5.07115873	0.9754928704	0.0008960846	0.0009749088
5.07147619	0.9754772204	0.0008955839	0.0009746535
5.071793651	0.9753197832	0.0008948132	0.0009746844
5.072111111	0.975172982	0.000894045	0.0009747361
5.072428571	0.9751428701	0.0008933504	0.0009748504
5.072746032	0.975557948	0.0008929526	0.0009751504
5.073063492	0.9759879192	0.0008925639	0.0009754636
5.073380952	0.9763846197	0.0008921954	0.0009756611
5.073698413	0.9758304592	0.0008920564	0.0009732872
5.074015873	0.9752916215	0.0008919197	0.0009709272
5.074333333	0.9747681011	0.0008917856	0.0009685811
5.074650794	0.9752986794	0.000890375	0.0009693867
5.074968254	0.9759596941	0.0008888223	0.0009705625
5.075285714	0.9766328497	0.0008872731	0.0009717514
5.075603175	0.9763504755	0.0008872707	0.0009717607
5.075920635	0.9757600455	0.0008877958	0.0009713836
5.076238095	0.975187836	0.0008883299	0.0009710219
5.076555556	0.9752075455	0.000890459	0.00097073
5.076873016	0.9756261721	0.0008936605	0.0009704782
5.077190476	0.9760581638	0.0008968712	0.0009702267
5.077507937	0.9761717647	0.0008976533	0.0009703931
5.077825397	0.975892556	0.0008954501	0.0009710851
5.078142857	0.9756278739	0.000893251	0.0009717953
5.078460317	0.9754450715	0.0008917346	0.0009720748
5.078777778	0.9754360388	0.0008918176	0.0009713163
5.079095238	0.9754441111	0.000891917	0.0009705673
5.079412698	0.9754456094	0.00089196	0.0009701699
5.079730159	0.9753276343	0.0008915968	0.0009717226
5.080047619	0.9752228562	0.000891233	0.0009732866
5.080365079	0.9751312696	0.0008908689	0.0009748609
5.08068254	0.9750060291	0.0008912866	0.0009728225
5.081	0.9748936931	0.0008917174	0.0009707929
